Ereignisdatum,Meldungsdatum,Freigabedatum,Kanton,Tierart,Seuchenname,Serotyp,Season
17.09.24,17.09.24,17.09.24,SH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,17.09.24,17.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,17.09.24,17.09.24,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
17.09.24,17.09.24,17.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
17.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,19.09.24,19.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,19.09.24,19.09.24,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,19.09.24,19.09.24,SH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,19.09.24,19.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,19.09.24,19.09.24,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,19.09.24,19.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,20.09.24,20.09.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,20.09.24,20.09.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,20.09.24,20.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,20.09.24,20.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,23.09.24,23.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,25.09.24,25.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,27.09.24,27.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
17.09.24,28.09.24,28.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
17.09.24,04.10.24,04.10.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,SH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,SH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,18.09.24,18.09.24,SH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,24.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,BL,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Anderes Haustier,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,20.09.24,20.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,23.09.24,23.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,03.10.24,03.10.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
18.09.24,03.10.24,03.10.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,GE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,23.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BL,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BE,Anderes Haustier,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,19.09.24,19.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,NE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,23.09.24,23.09.24,GL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,23.09.24,23.09.24,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,23.09.24,23.09.24,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,23.09.24,23.09.24,FR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,24.09.24,24.09.24,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,27.09.24,27.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,27.09.24,27.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,27.09.24,27.09.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,27.09.24,27.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,27.09.24,27.09.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,27.09.24,27.09.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,01.10.24,01.10.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,01.10.24,01.10.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,01.10.24,01.10.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,03.10.24,03.10.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,03.10.24,03.10.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,03.10.24,03.10.24,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,03.10.24,03.10.24,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
19.09.24,07.10.24,07.10.24,NE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,AR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,GE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Ziege,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,TG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
20.09.24,20.09.24,20.09.24,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-2024
