Category,Critical active substance ,Prescription type,Category of use,Species,Year,Number of animal treatments
All animals,Yes,Single treatments farm animals,Dairy cows,Cattle,2021,30497
All animals,All types of active ingredients,All prescription types,Dairy cows,Cattle,2021,389649
All animals,All types of active ingredients,Single treatments farm animals,Dairy cows,Cattle,2021,389599
All animals,All types of active ingredients,Oral group treatments,Dairy cows,Cattle,2021,50
All animals,No,All prescription types,Cow-calf calves,Cattle,2021,14965
All animals,No,Single treatments farm animals,Cow-calf calves,Cattle,2021,14918
All animals,No,Oral group treatments,Cow-calf calves,Cattle,2021,47
All animals,Yes,All prescription types,Cow-calf calves,Cattle,2021,3236
All animals,Yes,Single treatments farm animals,Cow-calf calves,Cattle,2021,3216
All animals,Yes,Oral group treatments,Cow-calf calves,Cattle,2021,20
All animals,All types of active ingredients,All prescription types,Cow-calf calves,Cattle,2021,18201
All animals,All types of active ingredients,Single treatments farm animals,Cow-calf calves,Cattle,2021,18134
All animals,All types of active ingredients,Oral group treatments,Cow-calf calves,Cattle,2021,67
All animals,No,All prescription types,Suckler cows,Cattle,2021,23669
All animals,No,Single treatments farm animals,Suckler cows,Cattle,2021,23669
All animals,Yes,All prescription types,Suckler cows,Cattle,2021,1519
All animals,Yes,Single treatments farm animals,Suckler cows,Cattle,2021,1519
All animals,All types of active ingredients,All prescription types,Suckler cows,Cattle,2021,25188
All animals,All types of active ingredients,Single treatments farm animals,Suckler cows,Cattle,2021,25188
All animals,No,All prescription types,Cattle nCU,Cattle,2021,118398
All animals,No,Single treatments farm animals,Cattle nCU,Cattle,2021,118029
All animals,No,Oral group treatments,Cattle nCU,Cattle,2021,369
All animals,Yes,All prescription types,Cattle nCU,Cattle,2021,15728
All animals,Yes,Single treatments farm animals,Cattle nCU,Cattle,2021,15708
All animals,Yes,Oral group treatments,Cattle nCU,Cattle,2021,20
All animals,All types of active ingredients,All prescription types,Cattle nCU,Cattle,2021,134126
All animals,All types of active ingredients,Single treatments farm animals,Cattle nCU,Cattle,2021,133737
All animals,All types of active ingredients,Oral group treatments,Cattle nCU,Cattle,2021,389
All animals,No,All prescription types,All categories of use,Sheep,2021,14014
All animals,No,Single treatments farm animals,All categories of use,Sheep,2021,13354
All animals,No,Oral group treatments,All categories of use,Sheep,2021,660
All animals,Yes,All prescription types,All categories of use,Sheep,2021,1338
All animals,Yes,Single treatments farm animals,All categories of use,Sheep,2021,1338
All animals,All types of active ingredients,All prescription types,All categories of use,Sheep,2021,15352
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Sheep,2021,14692
All animals,All types of active ingredients,Oral group treatments,All categories of use,Sheep,2021,660
Farm animals,No,All prescription types,All categories of use,Poultry,2021,5555077
All animals,No,All prescription types,Sheep,Sheep,2021,14014
Farm animals,No,Single treatments farm animals,All categories of use,Poultry,2021,16
All animals,No,Single treatments farm animals,Sheep,Sheep,2021,13354
Farm animals,No,Oral group treatments,All categories of use,Poultry,2021,5555061
All animals,No,Oral group treatments,Sheep,Sheep,2021,660
All animals,Yes,All prescription types,Sheep,Sheep,2021,1338
All animals,Yes,Single treatments farm animals,Sheep,Sheep,2021,1338
Farm animals,Yes,All prescription types,All categories of use,Poultry,2021,6397890
All animals,All types of active ingredients,All prescription types,Sheep,Sheep,2021,15352
Farm animals,Yes,Single treatments farm animals,All categories of use,Poultry,2021,21
All animals,All types of active ingredients,Single treatments farm animals,Sheep,Sheep,2021,14692
Farm animals,Yes,Oral group treatments,All categories of use,Poultry,2021,6397869
All animals,All types of active ingredients,Oral group treatments,Sheep,Sheep,2021,660
Farm animals,All types of active ingredients,All prescription types,All categories of use,Poultry,2021,11952967
Farm animals,All types of active ingredients,Single treatments farm animals,All categories of use,Poultry,2021,37
Farm animals,All types of active ingredients,Oral group treatments,All categories of use,Poultry,2021,11952930
Farm animals,No,All prescription types,Rearing laying hens and parent birds,Poultry,2021,265180
Farm animals,No,Single treatments farm animals,Rearing laying hens and parent birds,Poultry,2021,1
Farm animals,No,Oral group treatments,Rearing laying hens and parent birds,Poultry,2021,265179
Farm animals,Yes,All prescription types,Rearing laying hens and parent birds,Poultry,2021,290047
All animals,No,All prescription types,All categories of use,Pigs,2021,251273
Farm animals,Yes,Single treatments farm animals,Rearing laying hens and parent birds,Poultry,2021,3
All animals,No,Single treatments farm animals,All categories of use,Pigs,2021,5907
Farm animals,Yes,Oral group treatments,Rearing laying hens and parent birds,Poultry,2021,290044
All animals,No,Oral group treatments,All categories of use,Pigs,2021,245366
Farm animals,All types of active ingredients,All prescription types,Rearing laying hens and parent birds,Poultry,2021,555227
Farm animals,All types of active ingredients,Single treatments farm animals,Rearing laying hens and parent birds,Poultry,2021,4
Farm animals,All types of active ingredients,Oral group treatments,Rearing laying hens and parent birds,Poultry,2021,555223
All animals,Yes,All prescription types,All categories of use,Pigs,2021,38303
All animals,Yes,Single treatments farm animals,All categories of use,Pigs,2021,3272
All animals,Yes,Oral group treatments,All categories of use,Pigs,2021,35031
All animals,All types of active ingredients,All prescription types,All categories of use,Pigs,2021,289576
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Pigs,2021,9179
Farm animals,No,All prescription types,Poultry nCU,Poultry,2021,112
All animals,All types of active ingredients,Oral group treatments,All categories of use,Pigs,2021,280397
Farm animals,No,Single treatments farm animals,Poultry nCU,Poultry,2021,12
All animals,No,All prescription types,Young sows,Pigs,2021,1058
Farm animals,No,Oral group treatments,Poultry nCU,Poultry,2021,100
All animals,No,Single treatments farm animals,Young sows,Pigs,2021,64
All animals,No,Oral group treatments,Young sows,Pigs,2021,994
Farm animals,Yes,All prescription types,Poultry nCU,Poultry,2021,2421
All animals,Yes,All prescription types,Young sows,Pigs,2021,82
Farm animals,Yes,Single treatments farm animals,Poultry nCU,Poultry,2021,13
All animals,Yes,Single treatments farm animals,Young sows,Pigs,2021,22
Farm animals,Yes,Oral group treatments,Poultry nCU,Poultry,2021,2408
Farm animals,All types of active ingredients,All prescription types,Poultry nCU,Poultry,2021,2533
All animals,Yes,Oral group treatments,Young sows,Pigs,2021,60
Farm animals,All types of active ingredients,Single treatments farm animals,Poultry nCU,Poultry,2021,25
Farm animals,All types of active ingredients,Oral group treatments,Poultry nCU,Poultry,2021,2508
Farm animals,No,All prescription types,Laying and parent birds,Poultry,2021,91847
Farm animals,No,Single treatments farm animals,Laying and parent birds,Poultry,2021,1
Farm animals,No,Oral group treatments,Laying and parent birds,Poultry,2021,91846
Farm animals,Yes,All prescription types,Laying and parent birds,Poultry,2021,10421
All animals,All types of active ingredients,All prescription types,Young sows,Pigs,2021,1140
All animals,All types of active ingredients,Single treatments farm animals,Young sows,Pigs,2021,86
All animals,All types of active ingredients,Oral group treatments,Young sows,Pigs,2021,1054
All animals,No,All prescription types,Fattening pigs,Pigs,2021,87796
All animals,No,Single treatments farm animals,Fattening pigs,Pigs,2021,2534
All animals,No,Oral group treatments,Fattening pigs,Pigs,2021,85262
Farm animals,Yes,Single treatments farm animals,Laying and parent birds,Poultry,2021,1
All animals,Yes,All prescription types,Fattening pigs,Pigs,2021,11701
All animals,Yes,Single treatments farm animals,Fattening pigs,Pigs,2021,363
Farm animals,Yes,Oral group treatments,Laying and parent birds,Poultry,2021,10420
All animals,Yes,Oral group treatments,Fattening pigs,Pigs,2021,11338
Farm animals,All types of active ingredients,All prescription types,Laying and parent birds,Poultry,2021,102268
All animals,All types of active ingredients,All prescription types,Fattening pigs,Pigs,2021,99497
Farm animals,All types of active ingredients,Single treatments farm animals,Laying and parent birds,Poultry,2021,2
