Category,Species,Critical active substance ,Category of use,System,Year,Number of animal treatments
Farm animals,Poultry,All types of active ingredients,Laying hens,All Organ Systems,2021,266099
Farm animals,Poultry,All types of active ingredients,Laying hens,"Metabolism, digestion",2021,10500
Farm animals,Poultry,No,Fattening broilers,All Organ Systems,2021,4950867
Farm animals,Poultry,No,Fattening broilers,Juvenile animal diseases,2021,2980723
Farm animals,Poultry,No,Fattening broilers,"Metabolism, digestion",2021,4258
Farm animals,Poultry,Yes,Fattening broilers,All Organ Systems,2021,6067803
Farm animals,Poultry,Yes,Fattening broilers,Juvenile animal diseases,2021,5249188
Farm animals,Poultry,All types of active ingredients,Fattening broilers,All Organ Systems,2021,11018670
Farm animals,Poultry,All types of active ingredients,Fattening broilers,Juvenile animal diseases,2021,8229911
Farm animals,Poultry,All types of active ingredients,Fattening broilers,"Metabolism, digestion",2021,4258
Farm animals,Poultry,No,Fattening turkeys,All Organ Systems,2021,6861
Farm animals,Poultry,No,Fattening turkeys,"Metabolism, digestion",2021,380
Farm animals,Poultry,Yes,Fattening turkeys,All Organ Systems,2021,1309
Farm animals,Poultry,All types of active ingredients,Fattening turkeys,All Organ Systems,2021,8170
Farm animals,Poultry,All types of active ingredients,Fattening turkeys,"Metabolism, digestion",2021,380
Farm animals,Rabbits,No,All categories of use,All Organ Systems,2021,134478
Farm animals,Rabbits,No,All categories of use,Mammary gland,2021,6
Farm animals,Rabbits,No,All categories of use,Parasites,2021,1030
Farm animals,Rabbits,No,All categories of use,"Metabolism, digestion",2021,130728
Farm animals,Rabbits,No,All categories of use,"Animal husbandry, prophylaxis",2021,735
Farm animals,Rabbits,Yes,All categories of use,All Organ Systems,2021,11000
Farm animals,Rabbits,Yes,All categories of use,Parasites,2021,3
Farm animals,Rabbits,Yes,All categories of use,"Metabolism, digestion",2021,10800
Farm animals,Rabbits,Yes,All categories of use,"Animal husbandry, prophylaxis",2021,1
Farm animals,Rabbits,All types of active ingredients,All categories of use,All Organ Systems,2021,145478
Farm animals,Rabbits,All types of active ingredients,All categories of use,Mammary gland,2021,6
Farm animals,Rabbits,All types of active ingredients,All categories of use,Parasites,2021,1033
Farm animals,Rabbits,All types of active ingredients,All categories of use,"Metabolism, digestion",2021,141528
Farm animals,Rabbits,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2021,736
Farm animals,Rabbits,No,Rabbits,All Organ Systems,2021,134478
Pets,Equids,No,All categories of use,All Organ Systems,2022,21188
Pets,Equids,No,All categories of use,Skin diseases incl. ears,2022,1815
Pets,Equids,No,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,1699
Pets,Equids,No,All categories of use,Specific infectious diseases,2022,1670
Pets,Equids,Yes,All categories of use,All Organ Systems,2022,1258
Pets,Equids,Yes,All categories of use,Skin diseases incl. ears,2022,69
Pets,Equids,Yes,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,105
Pets,Equids,Yes,All categories of use,Specific infectious diseases,2022,215
Pets,Equids,All types of active ingredients,All categories of use,All Organ Systems,2022,22446
Pets,Equids,All types of active ingredients,All categories of use,Skin diseases incl. ears,2022,1884
Pets,Equids,All types of active ingredients,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,1804
Pets,Equids,All types of active ingredients,All categories of use,Specific infectious diseases,2022,1885
Pets,Equids,No,Equids,All Organ Systems,2022,21188
Pets,Equids,No,Equids,Skin diseases incl. ears,2022,1815
Pets,Equids,No,Equids,Oral infections incl. teeth and gastrointestinal tract,2022,1699
Pets,Equids,No,Equids,Specific infectious diseases,2022,1670
Pets,Equids,Yes,Equids,All Organ Systems,2022,1258
Pets,Equids,Yes,Equids,Skin diseases incl. ears,2022,69
Pets,Equids,Yes,Equids,Oral infections incl. teeth and gastrointestinal tract,2022,105
Pets,Equids,Yes,Equids,Specific infectious diseases,2022,215
Pets,Equids,All types of active ingredients,Equids,All Organ Systems,2022,22446
Pets,Equids,All types of active ingredients,Equids,Skin diseases incl. ears,2022,1884
Pets,Equids,All types of active ingredients,Equids,Oral infections incl. teeth and gastrointestinal tract,2022,1804
Pets,Equids,All types of active ingredients,Equids,Specific infectious diseases,2022,1885
Pets,Dogs,No,All categories of use,All Organ Systems,2022,205954
Pets,Dogs,No,All categories of use,Skin diseases incl. ears,2022,50642
Pets,Dogs,No,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,48968
Pets,Dogs,No,All categories of use,Specific infectious diseases,2022,14811
Pets,Dogs,Yes,All categories of use,All Organ Systems,2022,26526
Pets,Dogs,Yes,All categories of use,Skin diseases incl. ears,2022,4549
Pets,Dogs,Yes,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,7581
Pets,Dogs,Yes,All categories of use,Specific infectious diseases,2022,2427
Pets,Dogs,All types of active ingredients,All categories of use,All Organ Systems,2022,232480
Pets,Dogs,All types of active ingredients,All categories of use,Skin diseases incl. ears,2022,55191
Pets,Dogs,All types of active ingredients,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,56549
Pets,Dogs,All types of active ingredients,All categories of use,Specific infectious diseases,2022,17238
Pets,Dogs,No,Dogs,All Organ Systems,2022,205954
Pets,Dogs,No,Dogs,Skin diseases incl. ears,2022,50642
Pets,Dogs,No,Dogs,Oral infections incl. teeth and gastrointestinal tract,2022,48968
Pets,Dogs,No,Dogs,Specific infectious diseases,2022,14811
Pets,Dogs,Yes,Dogs,All Organ Systems,2022,26526
Pets,Dogs,Yes,Dogs,Skin diseases incl. ears,2022,4549
Pets,Dogs,Yes,Dogs,Oral infections incl. teeth and gastrointestinal tract,2022,7581
Pets,Dogs,Yes,Dogs,Specific infectious diseases,2022,2427
Pets,Dogs,All types of active ingredients,Dogs,All Organ Systems,2022,232480
Pets,Dogs,All types of active ingredients,Dogs,Skin diseases incl. ears,2022,55191
Pets,Dogs,All types of active ingredients,Dogs,Oral infections incl. teeth and gastrointestinal tract,2022,56549
Pets,Dogs,All types of active ingredients,Dogs,Specific infectious diseases,2022,17238
Pets,Cats,No,All categories of use,All Organ Systems,2022,212451
Pets,Cats,No,All categories of use,Skin diseases incl. ears,2022,59504
Pets,Cats,No,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,30763
Pets,Cats,No,All categories of use,Specific infectious diseases,2022,20145
Pets,Cats,Yes,All categories of use,All Organ Systems,2022,98289
Pets,Cats,Yes,All categories of use,Skin diseases incl. ears,2022,25626
Pets,Cats,Yes,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,19250
Pets,Cats,Yes,All categories of use,Specific infectious diseases,2022,9833
Pets,Cats,All types of active ingredients,All categories of use,All Organ Systems,2022,310740
Pets,Cats,All types of active ingredients,All categories of use,Skin diseases incl. ears,2022,85130
Pets,Cats,All types of active ingredients,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2022,50013
Pets,Cats,All types of active ingredients,All categories of use,Specific infectious diseases,2022,29978
Pets,Cats,No,Cats,All Organ Systems,2022,212451
Pets,Cats,No,Cats,Skin diseases incl. ears,2022,59504
Pets,Cats,No,Cats,Oral infections incl. teeth and gastrointestinal tract,2022,30763
Pets,Cats,No,Cats,Specific infectious diseases,2022,20145
Pets,Cats,Yes,Cats,All Organ Systems,2022,98289
Pets,Cats,Yes,Cats,Skin diseases incl. ears,2022,25626
Pets,Cats,Yes,Cats,Oral infections incl. teeth and gastrointestinal tract,2022,19250
Pets,Cats,Yes,Cats,Specific infectious diseases,2022,9833
Pets,Cats,All types of active ingredients,Cats,All Organ Systems,2022,310740
Pets,Cats,All types of active ingredients,Cats,Skin diseases incl. ears,2022,85130
Pets,Cats,All types of active ingredients,Cats,Oral infections incl. teeth and gastrointestinal tract,2022,50013
Pets,Cats,All types of active ingredients,Cats,Specific infectious diseases,2022,29978
Farm animals,Fish,No,All categories of use,All Organ Systems,2022,5349460
Farm animals,Fish,All types of active ingredients,All categories of use,All Organ Systems,2022,5349460
Farm animals,Fish,No,Fish,All Organ Systems,2022,5349460
Farm animals,Fish,All types of active ingredients,Fish,All Organ Systems,2022,5349460
Farm animals,Poultry,No,All categories of use,All Organ Systems,2022,6285420
Farm animals,Poultry,No,All categories of use,Juvenile animal diseases,2022,4340459
Farm animals,Poultry,No,All categories of use,"Metabolism, digestion",2022,46285
Farm animals,Poultry,Yes,All categories of use,All Organ Systems,2022,2236714
Farm animals,Poultry,Yes,All categories of use,Juvenile animal diseases,2022,1834102
Farm animals,Poultry,Yes,All categories of use,Parasites,2022,2650
Farm animals,Poultry,Yes,All categories of use,"Metabolism, digestion",2022,5045
Farm animals,Poultry,All types of active ingredients,All categories of use,All Organ Systems,2022,8522134
Farm animals,Poultry,All types of active ingredients,All categories of use,Juvenile animal diseases,2022,6174561
Farm animals,Poultry,All types of active ingredients,All categories of use,Parasites,2022,2650
Farm animals,Poultry,All types of active ingredients,All categories of use,"Metabolism, digestion",2022,51330
Farm animals,Poultry,No,Rearing laying hens and parent birds,All Organ Systems,2022,286965
Farm animals,Poultry,No,Rearing laying hens and parent birds,Juvenile animal diseases,2022,18248
Farm animals,Poultry,No,Rearing laying hens and parent birds,"Metabolism, digestion",2022,25932
Farm animals,Poultry,Yes,Rearing laying hens and parent birds,All Organ Systems,2022,300545
Farm animals,Poultry,Yes,Rearing laying hens and parent birds,Juvenile animal diseases,2022,270407
Farm animals,Poultry,All types of active ingredients,Rearing laying hens and parent birds,All Organ Systems,2022,587510
Farm animals,Poultry,All types of active ingredients,Rearing laying hens and parent birds,Juvenile animal diseases,2022,288655
Farm animals,Poultry,All types of active ingredients,Rearing laying hens and parent birds,"Metabolism, digestion",2022,25932
Farm animals,Poultry,No,Poultry nCU,All Organ Systems,2022,90
Farm animals,Poultry,No,Poultry nCU,Juvenile animal diseases,2022,81
Farm animals,Poultry,No,Poultry nCU,"Metabolism, digestion",2022,2
Farm animals,Poultry,Yes,Poultry nCU,All Organ Systems,2022,2198
Farm animals,Poultry,Yes,Poultry nCU,Juvenile animal diseases,2022,2
Farm animals,Poultry,All types of active ingredients,Poultry nCU,All Organ Systems,2022,2288
Farm animals,Poultry,All types of active ingredients,Poultry nCU,Juvenile animal diseases,2022,83
Farm animals,Poultry,All types of active ingredients,Poultry nCU,"Metabolism, digestion",2022,2
Farm animals,Poultry,No,Laying and parent birds,All Organ Systems,2022,147356
Farm animals,Poultry,No,Laying and parent birds,Juvenile animal diseases,2022,1
Farm animals,Poultry,Yes,Laying and parent birds,All Organ Systems,2022,5047
Farm animals,Poultry,Yes,Laying and parent birds,"Metabolism, digestion",2022,5045
Farm animals,Poultry,All types of active ingredients,Laying and parent birds,All Organ Systems,2022,152403
Farm animals,Poultry,All types of active ingredients,Laying and parent birds,Juvenile animal diseases,2022,1
Farm animals,Poultry,All types of active ingredients,Laying and parent birds,"Metabolism, digestion",2022,5045
Farm animals,Poultry,No,Laying hens,All Organ Systems,2022,298405
Farm animals,Poultry,No,Laying hens,"Metabolism, digestion",2022,18350
Farm animals,Poultry,Yes,Laying hens,All Organ Systems,2022,13430
Farm animals,Poultry,All types of active ingredients,Laying hens,All Organ Systems,2022,311835
Farm animals,Poultry,All types of active ingredients,Laying hens,"Metabolism, digestion",2022,18350
Farm animals,Poultry,No,Fattening broilers,All Organ Systems,2022,5534953
Farm animals,Poultry,No,Fattening broilers,Juvenile animal diseases,2022,4320829
Farm animals,Poultry,No,Fattening broilers,"Metabolism, digestion",2022,2000
Farm animals,Poultry,Yes,Fattening broilers,All Organ Systems,2022,1914294
Farm animals,Poultry,Yes,Fattening broilers,Juvenile animal diseases,2022,1563693
Farm animals,Poultry,Yes,Fattening broilers,Parasites,2022,2650
Farm animals,Poultry,All types of active ingredients,Fattening broilers,All Organ Systems,2022,7449247
Farm animals,Poultry,All types of active ingredients,Fattening broilers,Juvenile animal diseases,2022,5884522
Farm animals,Poultry,All types of active ingredients,Fattening broilers,Parasites,2022,2650
Farm animals,Poultry,All types of active ingredients,Fattening broilers,"Metabolism, digestion",2022,2000
Farm animals,Poultry,No,Fattening turkeys,All Organ Systems,2022,17651
Farm animals,Poultry,No,Fattening turkeys,Juvenile animal diseases,2022,1300
Farm animals,Poultry,No,Fattening turkeys,"Metabolism, digestion",2022,1
Farm animals,Poultry,Yes,Fattening turkeys,All Organ Systems,2022,1200
Farm animals,Poultry,All types of active ingredients,Fattening turkeys,All Organ Systems,2022,18851
Farm animals,Poultry,All types of active ingredients,Fattening turkeys,Juvenile animal diseases,2022,1300
Farm animals,Poultry,All types of active ingredients,Fattening turkeys,"Metabolism, digestion",2022,1
Farm animals,Rabbits,No,All categories of use,All Organ Systems,2022,134377
Farm animals,Rabbits,No,All categories of use,Mammary gland,2022,4
Farm animals,Rabbits,No,All categories of use,Parasites,2022,160
Farm animals,Rabbits,No,All categories of use,"Metabolism, digestion",2022,134205
Farm animals,Rabbits,Yes,All categories of use,All Organ Systems,2022,2124
Farm animals,Rabbits,Yes,All categories of use,"Metabolism, digestion",2022,2003
Farm animals,Rabbits,All types of active ingredients,All categories of use,All Organ Systems,2022,136501
Farm animals,Rabbits,All types of active ingredients,All categories of use,Mammary gland,2022,4
Farm animals,Rabbits,All types of active ingredients,All categories of use,Parasites,2022,160
Farm animals,Rabbits,All types of active ingredients,All categories of use,"Metabolism, digestion",2022,136208
Farm animals,Rabbits,No,Rabbits,All Organ Systems,2022,134377
Farm animals,Rabbits,No,Rabbits,Mammary gland,2022,4
Farm animals,Rabbits,No,Rabbits,Parasites,2022,160
Farm animals,Rabbits,No,Rabbits,"Metabolism, digestion",2022,134205
Farm animals,Rabbits,Yes,Rabbits,All Organ Systems,2022,2124
Farm animals,Rabbits,Yes,Rabbits,"Metabolism, digestion",2022,2003
Farm animals,Rabbits,All types of active ingredients,Rabbits,All Organ Systems,2022,136501
Farm animals,Rabbits,All types of active ingredients,Rabbits,Mammary gland,2022,4
Farm animals,Rabbits,All types of active ingredients,Rabbits,Parasites,2022,160
Farm animals,Rabbits,All types of active ingredients,Rabbits,"Metabolism, digestion",2022,136208
Farm animals,Cattle,No,All categories of use,All Organ Systems,2022,874873
Farm animals,Cattle,No,All categories of use,Udder,2022,281225
Farm animals,Cattle,No,All categories of use,Calf diseases,2022,145620
Farm animals,Cattle,No,All categories of use,Parasites,2022,109
Farm animals,Cattle,No,All categories of use,"Metabolism, digestion",2022,30494
Farm animals,Cattle,No,All categories of use,"Animal husbandry, prophylaxis",2022,27694
Farm animals,Cattle,Yes,All categories of use,All Organ Systems,2022,131957
Farm animals,Cattle,Yes,All categories of use,Udder,2022,20575
Farm animals,Cattle,Yes,All categories of use,Calf diseases,2022,34773
Farm animals,Cattle,Yes,All categories of use,Parasites,2022,3
Farm animals,Cattle,Yes,All categories of use,"Metabolism, digestion",2022,3195
Farm animals,Cattle,Yes,All categories of use,"Animal husbandry, prophylaxis",2022,101
